# SuperDARN MSTID Index
# Generated by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# MongoDB_database: mstid_GSMR_fitexfilter
# MongoDB_collection: guc_wal_20131101_20140501
# MongoDB_MUSICcollection: music_guc_wal_20131101_20140501
# season: 20131101_20140501
# Max Number of Signals Reported: 2
# MongoDB_to_CSV_Script: /scratch/code/lws_hemispheres/mongo_to_csv.py
# System Hostname: analysis1
# Script Run Time: 2023-10-23 11:01:41.233926
# radar: wal
# lat: 37.93
# lon: -75.47
#
# The "meanSubIntSpect_by_rtiCnt" is the parameter colloquially known as the SuperDARN MSTID Index.
#   It stands for the seasonal mean subtracted integrated MSTID power spectral density
#   divided by the number of range-beam-time cells that observed ground scatter.
#   It is explained in Section 2.2 of Frissell et al. (2016) (https://doi.org/10.1002/2015JA022168)
#
# Explanation of all parameters in data file:
#  datetime_ut: UTC time at the start of the 2-hour observation window
#  lat: Geographic latitude of center point of detection region.
#  lon: Geographic longitude of center point of detection region.
#  slt: Solar Mean Time at lat/lon point.
#  mlt: Magnetic Local Time at lat/lon point.
#  gscat: Ground scatter flag set at analysis:
#       0: all backscatter data
#       1: ground backscatter only
#       2: ionospheric backscatter only
#       3: all backscatter data with a ground backscatter flag
#  height_km: Assumed reflection point height for analysis 
#  terminator_fraction: number of radar cells in daylight divided by number of radar cells in darkness.
#  good_period: True if period determined to be good for analysis. If False, see Reject Code for explanation.
#  orig_rti_cnt: Number of radar cells in window with a backscatter measurement.
#  orig_rti_fraction: orig_rti_cnt/orig_rti_possible
#  orig_rti_mean:   Mean of all measured values in the data window.
#  orig_rti_median: Median of all measured values in the data window.
#  orig_rti_possible: Total number of possible radar cells in the data window.
#  orig_rti_std: Standard deviation of all measured values in the data window.
#  intSpect: Integrated Spectrum
#            Integration of power spectral density across all radar cells and spectral bins after MSTID bandpass filter has been applied.
#  meanSubIntSpect: Radar-Season Mean Subtracted Integrated Spectrum
#                   Integration of (PSD curve of the data window minus the mean PSD curve of all data windows for this radar and season).
#  intSpect_by_rtiCnt: Integrated Spectrum normalized by the number of Range-Time-Intensity Backscatter Counts
#                      intSpect divided by orig_rti_cnt
#  meanSubIntSpect_by_rtiCnt: Radar-Season Mean Subtracted Integrated Spectrum normalized by the number of Range-Time-Intensity Backscatter Counts
#                             ** This is the MSTID Index in Frissell et al. (2016) **
#                             meanSubIntSpect divided by orig_rti_cnt
#  category_manu: Category assigned to data window in database: MSTID, Quiet, or None
#                   This is typically automatically assigned by the classification algorithm.
# reject_code Explanations:
#   0: Good Period (Not Rejected)
#   1: High Terminator Fraction (Dawn/Dusk in Observational Window
#   2: No Data
#   3: Poor Data Quality (including "Low RTI Fraction" and "Failed Quality Check")
#   4: Other (including "No RTI Fraction" and "No Terminator Fraction")
#
# If MUSIC Processing has been run, there will be information about the signals detected in the data window.
# Multiple signals can be detected, and each data window may have a different number of signals detected.
# Signals are presented in descending order of strength in the MUSIC wavenumber spectrum, each with a signal order ID.
#
#  kx: North-South Wavenumber [1/(2*pi*km)]
#  ky: East-West Wavenumber [1/(2*pi*km)]
#  k: Horizontal Wavenumber [1/(2*pi*km)]
#  lambda_km: Horizontal Wavelength [km]
#  azm_deg: Propagation azimumuth [degrees clockwise from geographic North]
#  freq_Hz: Frequency of maxium MSTID-band Power Spectral Density for data window [Hz]
#  period_min: Period of strongest MSTID in data window [minutes]
#  vel_mps: MSTID Phase Velocity [m/s]
#  max: Wavenumber Spectral Density Value
#  area: Number of pixels of Karr plot in detected region of this signal.
#
datetime_ut,lat,lon,slt,mlt,gscat,height_km,terminator_fraction,good_period,orig_rti_cnt,orig_rti_fraction,orig_rti_mean,orig_rti_median,orig_rti_possible,orig_rti_std,intSpect,meanSubIntSpect,intSpect_by_rtiCnt,meanSubIntSpect_by_rtiCnt,category_manu,sig_002_kx,sig_002_ky,sig_002_k,sig_002_lambda_km,sig_002_azm_deg,sig_002_freq_Hz,sig_002_period_min,sig_002_vel_mps,sig_002_max,sig_002_area,reject_code,sig_001_kx,sig_001_ky,sig_001_k,sig_001_lambda_km,sig_001_azm_deg,sig_001_freq_Hz,sig_001_period_min,sig_001_vel_mps,sig_001_max,sig_001_area
2013-11-01 12:00:00,37.93,-75.47,7.242244719070651,7.716493345035988,1,350.0,0.0,True,36537.0,0.5293682990437555,16.753705777052303,16.183340072631836,69020.0,5.5627499226003625,1467.38623046875,994.808349609375,0.040161650668329364,0.02722742287569792,mstid,0.012,-0.022,0.025059928172283336,250.72638931698478,151.3895403340348,0.0006621004566210046,25.17241379310345,166.00605685371139,0.7976260781288147,262.0,0,,,,,,,,,,
2013-11-01 14:00:00,37.93,-75.47,9.242313558042403,9.734307394327416,1,350.0,0.0,True,42511.0,0.6379201680672268,17.06947989069087,15.883759498596191,66640.0,6.152844918327396,980.3546752929688,507.7768249511719,0.02306120004923358,0.011944598455721387,mstid,,,,,,,,,,,0,,,,,,,,,,
2013-11-01 16:00:00,37.93,-75.47,11.242405861014909,11.616610335989275,1,350.0,0.0,True,29982.0,0.8398319327731092,17.991050934300127,17.523219108581543,35700.0,5.813773981694824,612.8984985351562,140.3206329345703,0.02044221528034008,0.0046801625286695455,mstid,0.023,-0.019000000000000003,0.029832867780352598,210.61285000959853,129.5596679689945,0.000570776255707763,29.19999999999998,120.21281393241934,0.6267983317375183,354.0,0,0.022,-0.028000000000000004,0.035608987629529715,176.4494226162466,141.84277341263095,0.000570776255707763,29.19999999999998,100.71314076269792,0.7703590989112854,380.0
2013-11-01 18:00:00,37.93,-75.47,13.242504076393416,13.49102746674184,1,350.0,0.0,True,27239.0,0.8803813833225598,17.246184240367306,16.800914764404297,30940.0,5.316063958772069,503.7384033203125,31.16054344177246,0.01849327814238087,0.0011439679665836654,mstid,,,,,,,,,,,0,0.0020000000000000018,-0.018,0.01811077027627483,346.93087104144763,173.6598082540901,0.00047945205479452135,34.7619047619047,166.33671899247517,0.6632438898086548,868.0
2013-11-01 20:00:00,37.93,-75.47,15.242588641982259,15.419507950513715,1,350.0,0.1874727668845316,False,36202.0,0.5633675692499222,17.131600661156856,16.223369598388672,64260.0,5.977129953630956,,,,,None,,,,,,,,,,,1,,,,,,,,,,
2013-11-01 22:00:00,37.93,-75.47,17.242643229107863,17.37336444948989,1,350.0,1.0,False,30281.0,0.6696373286156568,17.517934595190987,17.610963821411133,45220.0,5.584423165404916,,,,,None,,,,,,,,,,,1,,,,,,,,,,
2013-11-02 12:00:00,37.93,-75.47,7.242481255783722,7.721870900440967,1,350.0,0.0,True,39419.0,0.5520868347338935,15.809450242353595,15.300829887390137,71400.0,5.15191764441839,1255.999267578125,783.4214477539062,0.03186278869525166,0.019874209080745484,mstid,0.009999999999999998,-0.018,0.020591260281974,305.1384529717208,150.94539590092285,0.0005251141552511422,31.73913043478257,160.23252096688557,0.6050668954849243,470.0,0,,,,,,,,,,
2013-11-02 14:00:00,37.93,-75.47,9.242531321415573,9.741519900584036,1,350.0,0.0,True,28467.0,0.920071105365223,16.856571215114567,16.254796981811523,30940.0,5.471496633979031,502.250732421875,29.672882080078125,0.01764326175648558,0.0010423607011654944,mstid,,,,,,,,,,,0,0.013000000000000001,0.0050000000000000044,0.013928388277184123,451.10641533966816,68.96248897457818,0.0006164383561643838,27.037037037037027,278.07929712719283,0.7645397782325745,663.0
2013-11-02 16:00:00,37.93,-75.47,11.24260488353442,11.620051810302739,1,350.0,0.0,True,27482.0,0.8247899159663865,16.54217865487719,15.716699600219727,33320.0,5.6626262592648295,455.97357177734375,-16.60423469543457,0.01659171718860868,-0.0006041858196432053,quiet,,,,,,,,,,,0,,,,,,,,,,
2013-11-02 18:00:00,37.93,-75.47,13.242684360790268,13.488500285683408,1,350.0,0.0,True,23999.0,0.9166921313980138,16.326212692848866,15.526711463928223,26180.0,5.218922720431509,409.57830810546875,-62.99951934814453,0.01706647394080873,-0.002625089351562337,quiet,,,,,,,,,,,0,,,,,,,,,,
2013-11-02 20:00:00,37.93,-75.47,15.24275015829396,15.415352266903309,1,350.0,0.1661344537815126,False,26160.0,0.7327731092436974,17.721809161967094,17.4099178314209,35700.0,5.182498156926043,,,,,None,,,,,,,,,,,1,,,,,,,,,,
2013-11-02 22:00:00,37.93,-75.47,17.242785920482987,17.368764014186972,1,350.0,1.0,False,29312.0,0.38487394957983195,13.694809999731756,12.963583946228027,76160.0,4.556486133766627,,,,,None,,,,,,,,,,,1,,,,,,,,,,
2013-11-03 12:00:00,37.93,-75.47,7.242491135760288,7.726997724449073,1,350.0,0.0,True,33611.0,0.5043667466986794,15.783528085948207,14.927053451538086,66640.0,5.584502874491864,1190.247314453125,717.66943359375,0.03541243385954375,0.02135221902334801,mstid,,,,,,,,,,,0,-0.004999999999999999,-0.009000000000000003,0.010295630140987002,610.2769059434415,-150.94539590092285,0.0006621004566210046,25.17241379310345,404.0646180904065,0.9681107401847839,723.0
