# SuperDARN MSTID Index
# Generated by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# MongoDB_database: mstid_GSMR_fitexfilter
# MongoDB_collection: guc_wal_20121101_20130501
# MongoDB_MUSICcollection: music_guc_wal_20121101_20130501
# season: 20121101_20130501
# Max Number of Signals Reported: 2
# MongoDB_to_CSV_Script: /scratch/code/lws_hemispheres/mongo_to_csv.py
# System Hostname: analysis1
# Script Run Time: 2023-10-23 11:01:41.233926
# radar: wal
# lat: 37.93
# lon: -75.47
#
# The "meanSubIntSpect_by_rtiCnt" is the parameter colloquially known as the SuperDARN MSTID Index.
#   It stands for the seasonal mean subtracted integrated MSTID power spectral density
#   divided by the number of range-beam-time cells that observed ground scatter.
#   It is explained in Section 2.2 of Frissell et al. (2016) (https://doi.org/10.1002/2015JA022168)
#
# Explanation of all parameters in data file:
#  datetime_ut: UTC time at the start of the 2-hour observation window
#  lat: Geographic latitude of center point of detection region.
#  lon: Geographic longitude of center point of detection region.
#  slt: Solar Mean Time at lat/lon point.
#  mlt: Magnetic Local Time at lat/lon point.
#  gscat: Ground scatter flag set at analysis:
#       0: all backscatter data
#       1: ground backscatter only
#       2: ionospheric backscatter only
#       3: all backscatter data with a ground backscatter flag
#  height_km: Assumed reflection point height for analysis 
#  terminator_fraction: number of radar cells in daylight divided by number of radar cells in darkness.
#  good_period: True if period determined to be good for analysis. If False, see Reject Code for explanation.
#  orig_rti_cnt: Number of radar cells in window with a backscatter measurement.
#  orig_rti_fraction: orig_rti_cnt/orig_rti_possible
#  orig_rti_mean:   Mean of all measured values in the data window.
#  orig_rti_median: Median of all measured values in the data window.
#  orig_rti_possible: Total number of possible radar cells in the data window.
#  orig_rti_std: Standard deviation of all measured values in the data window.
#  intSpect: Integrated Spectrum
#            Integration of power spectral density across all radar cells and spectral bins after MSTID bandpass filter has been applied.
#  meanSubIntSpect: Radar-Season Mean Subtracted Integrated Spectrum
#                   Integration of (PSD curve of the data window minus the mean PSD curve of all data windows for this radar and season).
#  intSpect_by_rtiCnt: Integrated Spectrum normalized by the number of Range-Time-Intensity Backscatter Counts
#                      intSpect divided by orig_rti_cnt
#  meanSubIntSpect_by_rtiCnt: Radar-Season Mean Subtracted Integrated Spectrum normalized by the number of Range-Time-Intensity Backscatter Counts
#                             ** This is the MSTID Index in Frissell et al. (2016) **
#                             meanSubIntSpect divided by orig_rti_cnt
#  category_manu: Category assigned to data window in database: MSTID, Quiet, or None
#                   This is typically automatically assigned by the classification algorithm.
# reject_code Explanations:
#   0: Good Period (Not Rejected)
#   1: High Terminator Fraction (Dawn/Dusk in Observational Window
#   2: No Data
#   3: Poor Data Quality (including "Low RTI Fraction" and "Failed Quality Check")
#   4: Other (including "No RTI Fraction" and "No Terminator Fraction")
#
# If MUSIC Processing has been run, there will be information about the signals detected in the data window.
# Multiple signals can be detected, and each data window may have a different number of signals detected.
# Signals are presented in descending order of strength in the MUSIC wavenumber spectrum, each with a signal order ID.
#
#  kx: North-South Wavenumber [1/(2*pi*km)]
#  ky: East-West Wavenumber [1/(2*pi*km)]
#  k: Horizontal Wavenumber [1/(2*pi*km)]
#  lambda_km: Horizontal Wavelength [km]
#  azm_deg: Propagation azimumuth [degrees clockwise from geographic North]
#  freq_Hz: Frequency of maxium MSTID-band Power Spectral Density for data window [Hz]
#  period_min: Period of strongest MSTID in data window [minutes]
#  vel_mps: MSTID Phase Velocity [m/s]
#  max: Wavenumber Spectral Density Value
#  area: Number of pixels of Karr plot in detected region of this signal.
#
datetime_ut,lat,lon,slt,mlt,gscat,height_km,terminator_fraction,good_period,orig_rti_cnt,orig_rti_fraction,orig_rti_mean,orig_rti_median,orig_rti_possible,orig_rti_std,intSpect,meanSubIntSpect,intSpect_by_rtiCnt,meanSubIntSpect_by_rtiCnt,category_manu,sig_001_kx,sig_001_ky,sig_001_k,sig_001_lambda_km,sig_001_azm_deg,sig_001_freq_Hz,sig_001_period_min,sig_001_vel_mps,sig_001_max,sig_001_area,sig_002_kx,sig_002_ky,sig_002_k,sig_002_lambda_km,sig_002_azm_deg,sig_002_freq_Hz,sig_002_period_min,sig_002_vel_mps,sig_002_max,sig_002_area,reject_code
2012-11-01 12:00:00,37.93,-75.47,7.242259996646038,7.7161801758928075,1,350.0,0.0,True,29086.0,0.6110504201680672,14.626648710205673,13.73874568939209,47600.0,5.007705225820877,1041.3712158203125,318.0052795410156,0.03580317732999768,0.010933276474627506,mstid,-0.006,-0.016999999999999998,0.018027756377319945,348.52841228119934,-160.55996517182382,0.000570776255707763,29.19999999999998,198.93174216963448,0.7686977386474609,307.0,-0.020000000000000004,-0.009999999999999998,0.0223606797749979,280.992589241629,-116.56505117707799,0.000570776255707763,29.19999999999998,160.38389796896644,0.6487042903900146,288.0,0
2012-11-01 14:00:00,37.93,-75.47,9.24232786279293,9.732241063307407,1,350.0,0.0,True,35327.0,0.674694423223835,15.701704998717164,14.737528800964355,52360.0,5.116746370568437,1111.043212890625,387.677490234375,0.031450256542888584,0.010973971473218077,mstid,-0.021000000000000005,-0.013000000000000001,0.024698178070456944,254.39873699409847,-121.7594800848128,0.00043378995433789865,38.42105263157903,110.35561650428906,0.6732887029647827,809.0,,,,,,,,,,,0
2012-11-01 16:00:00,37.93,-75.47,11.242419203570169,11.612830714950857,1,350.0,0.0,True,41829.0,0.7641395688710266,15.85424242099109,14.818732261657715,54740.0,5.404391635464474,699.1084594726562,-24.257362365722656,0.016713487280897374,-0.0005799173388252804,quiet,,,,,,,,,,,,,,,,,,,,,0
2012-11-01 18:00:00,37.93,-75.47,13.242516457704834,13.486739201199759,1,350.0,0.0,True,42073.0,0.7428142655367231,15.238300701251111,14.113116264343262,56640.0,5.293800521511865,796.3189086914062,72.95304107666016,0.018927076954137007,0.0017339633750067776,mstid,-0.009000000000000003,-0.011,0.014212670403551897,442.08337552170013,-140.71059313749964,0.000570776255707763,29.19999999999998,252.33069379092493,0.7350295782089233,41.0,-0.009999999999999998,-0.012,0.015620499351813307,402.2397213857444,-140.19442890773482,0.000570776255707763,29.19999999999998,229.588882069489,0.7305665016174316,142.0,0
2012-11-01 20:00:00,37.93,-75.47,15.242600052346726,15.414922727649216,1,350.0,0.1980981866430783,False,35324.0,0.7811587793011942,16.90546676262415,16.21185302734375,45220.0,5.753872173351337,,,,,None,,,,,,,,,,,,,,,,,,,,,1
2012-11-01 22:00:00,37.93,-75.47,17.242653649770304,17.368945392519166,1,350.0,1.0,False,29283.0,0.51265756302521,16.54498157255173,15.675178527832031,57120.0,5.8633473321958975,,,,,None,,,,,,,,,,,,,,,,,,,,,1
2012-11-02 12:00:00,37.93,-75.47,7.242484282735403,7.721543129142617,1,350.0,0.0,True,29137.0,0.6801353874883287,14.671708111077784,13.81859302520752,42840.0,4.603191804432832,804.0203857421875,80.65448760986328,0.027594480754442374,0.0027681122836895797,mstid,-0.003999999999999998,-0.027000000000000003,0.027294688127912362,230.19809853603763,-171.57303097851934,0.00047945205479452135,34.7619047619047,110.36895135289494,0.7202916145324707,274.0,-0.008000000000000002,-0.009000000000000003,0.012041594578792298,521.7901388446971,-138.3664606634298,0.00047945205479452135,34.7619047619047,250.17335424060866,0.6722210049629211,517.0,0
2012-11-02 14:00:00,37.93,-75.47,9.242533287096201,9.739387502575177,1,350.0,0.0,True,29829.0,0.7372466633712308,17.711389827865748,17.312908172607422,40460.0,5.649867566658955,872.1333618164062,148.7674560546875,0.029237767334352686,0.0049873430572492375,mstid,-0.009999999999999998,-0.016999999999999998,0.019723082923316017,318.5701409667451,-149.53445508054014,0.00043378995433789865,38.42105263157903,138.1925269033823,0.8619284629821777,216.0,-0.008000000000000002,-0.015000000000000003,0.017,369.5991357164462,-151.92751306414706,0.00043378995433789865,38.42105263157903,160.328392205764,0.8259202837944031,80.0,0
2012-11-02 16:00:00,37.93,-75.47,11.242605785915853,11.616159179050221,1,350.0,0.0,True,27895.0,0.7325367647058824,17.658154622789223,17.39350700378418,38080.0,5.934349748822832,799.2700805664062,75.90413665771484,0.028652808050417863,0.002721066021068824,mstid,-0.011,-0.03,0.03195309061734092,196.63779577458797,-159.86369657175186,0.00043378995433789865,38.42105263157903,85.29950045016356,0.8052546381950378,570.0,0.009999999999999998,0.0030000000000000027,0.010440306508910549,601.8200042131942,73.30075576600638,0.00043378995433789865,38.42105263157903,261.0634721472755,0.3684920370578766,35.0,0
2012-11-02 18:00:00,37.93,-75.47,13.242684188055703,13.484133687549615,1,350.0,0.0,True,30250.0,0.7061157796451915,18.843431207097268,18.565622329711914,42840.0,6.00139708332404,899.3278198242188,175.96192932128906,0.029729845283445248,0.0058169232833483984,mstid,-0.015999999999999997,-0.026000000000000002,0.0305286750449475,205.81257777904955,-148.39249775375112,0.00043378995433789865,38.42105263157903,89.27942871693911,0.9556594491004944,397.0,0.0,-0.032999999999999995,0.032999999999999995,190.3995547630178,180.0,0.00043378995433789865,38.42105263157903,82.59341416660573,0.6237387657165527,242.0,0
2012-11-02 20:00:00,37.93,-75.47,15.242748887849784,15.410708583763931,1,350.0,0.1978227654698243,False,32475.0,0.6202253628724217,19.065406273569483,18.338397979736328,52360.0,6.164298180929014,,,,,None,,,,,,,,,,,,,,,,,,,,,1
2012-11-02 22:00:00,37.93,-75.47,17.24278352055001,17.3642972266893,1,350.0,1.0,False,35427.0,0.5725113122171945,14.795130931146968,14.274312973022461,61880.0,4.9076009084814505,,,,,None,,,,,,,,,,,,,,,,,,,,,1
2012-11-03 12:00:00,37.93,-75.47,7.242479989122104,7.726652292913835,1,350.0,0.0,True,16162.0,0.6734166666666667,11.55328213786477,10.367619037628174,24000.0,4.829657139019891,723.6102905273438,0.24437443912029266,0.044772323383699034,1.512030931322192e-05,mstid,0.0010000000000000009,-0.029000000000000005,0.029017236257093824,216.53286520846865,178.02506598911802,0.00047945205479452135,34.7619047619047,103.81712715474542,0.7270981669425964,570.0,-0.009000000000000003,-0.008000000000000002,0.012041594578792298,521.7901388446971,-131.63353933657018,0.00047945205479452135,34.7619047619047,250.17335424060866,0.5629235506057739,210.0,0
2012-11-03 14:00:00,37.93,-75.47,9.242509883865962,9.74620710398056,1,350.0,0.0,True,14685.0,0.8642302259887006,14.21793467750913,13.172297477722168,16992.0,6.334658030841137,524.00927734375,-199.35655212402344,0.03568330114700374,-0.013575522786790837,quiet,,,,,,,,,,,,,,,,,,,,,0
