# SuperDARN MSTID Index
# Generated by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# MongoDB_database: mstid_GSMR_fitexfilter
# MongoDB_collection: guc_wal_20151101_20160501
# MongoDB_MUSICcollection: music_guc_wal_20151101_20160501
# season: 20151101_20160501
# Max Number of Signals Reported: 2
# MongoDB_to_CSV_Script: /scratch/code/lws_hemispheres/mongo_to_csv.py
# System Hostname: analysis1
# Script Run Time: 2023-10-23 11:01:41.233926
# radar: wal
# lat: 37.93
# lon: -75.47
#
# The "meanSubIntSpect_by_rtiCnt" is the parameter colloquially known as the SuperDARN MSTID Index.
#   It stands for the seasonal mean subtracted integrated MSTID power spectral density
#   divided by the number of range-beam-time cells that observed ground scatter.
#   It is explained in Section 2.2 of Frissell et al. (2016) (https://doi.org/10.1002/2015JA022168)
#
# Explanation of all parameters in data file:
#  datetime_ut: UTC time at the start of the 2-hour observation window
#  lat: Geographic latitude of center point of detection region.
#  lon: Geographic longitude of center point of detection region.
#  slt: Solar Mean Time at lat/lon point.
#  mlt: Magnetic Local Time at lat/lon point.
#  gscat: Ground scatter flag set at analysis:
#       0: all backscatter data
#       1: ground backscatter only
#       2: ionospheric backscatter only
#       3: all backscatter data with a ground backscatter flag
#  height_km: Assumed reflection point height for analysis 
#  terminator_fraction: number of radar cells in daylight divided by number of radar cells in darkness.
#  good_period: True if period determined to be good for analysis. If False, see Reject Code for explanation.
#  orig_rti_cnt: Number of radar cells in window with a backscatter measurement.
#  orig_rti_fraction: orig_rti_cnt/orig_rti_possible
#  orig_rti_mean:   Mean of all measured values in the data window.
#  orig_rti_median: Median of all measured values in the data window.
#  orig_rti_possible: Total number of possible radar cells in the data window.
#  orig_rti_std: Standard deviation of all measured values in the data window.
#  intSpect: Integrated Spectrum
#            Integration of power spectral density across all radar cells and spectral bins after MSTID bandpass filter has been applied.
#  meanSubIntSpect: Radar-Season Mean Subtracted Integrated Spectrum
#                   Integration of (PSD curve of the data window minus the mean PSD curve of all data windows for this radar and season).
#  intSpect_by_rtiCnt: Integrated Spectrum normalized by the number of Range-Time-Intensity Backscatter Counts
#                      intSpect divided by orig_rti_cnt
#  meanSubIntSpect_by_rtiCnt: Radar-Season Mean Subtracted Integrated Spectrum normalized by the number of Range-Time-Intensity Backscatter Counts
#                             ** This is the MSTID Index in Frissell et al. (2016) **
#                             meanSubIntSpect divided by orig_rti_cnt
#  category_manu: Category assigned to data window in database: MSTID, Quiet, or None
#                   This is typically automatically assigned by the classification algorithm.
# reject_code Explanations:
#   0: Good Period (Not Rejected)
#   1: High Terminator Fraction (Dawn/Dusk in Observational Window
#   2: No Data
#   3: Poor Data Quality (including "Low RTI Fraction" and "Failed Quality Check")
#   4: Other (including "No RTI Fraction" and "No Terminator Fraction")
#
# If MUSIC Processing has been run, there will be information about the signals detected in the data window.
# Multiple signals can be detected, and each data window may have a different number of signals detected.
# Signals are presented in descending order of strength in the MUSIC wavenumber spectrum, each with a signal order ID.
#
#  kx: North-South Wavenumber [1/(2*pi*km)]
#  ky: East-West Wavenumber [1/(2*pi*km)]
#  k: Horizontal Wavenumber [1/(2*pi*km)]
#  lambda_km: Horizontal Wavelength [km]
#  azm_deg: Propagation azimumuth [degrees clockwise from geographic North]
#  freq_Hz: Frequency of maxium MSTID-band Power Spectral Density for data window [Hz]
#  period_min: Period of strongest MSTID in data window [minutes]
#  vel_mps: MSTID Phase Velocity [m/s]
#  max: Wavenumber Spectral Density Value
#  area: Number of pixels of Karr plot in detected region of this signal.
#
datetime_ut,lat,lon,slt,mlt,gscat,height_km,terminator_fraction,good_period,orig_rti_cnt,orig_rti_fraction,orig_rti_mean,orig_rti_median,orig_rti_possible,orig_rti_std,intSpect,meanSubIntSpect,intSpect_by_rtiCnt,meanSubIntSpect_by_rtiCnt,category_manu,sig_001_kx,sig_001_ky,sig_001_k,sig_001_lambda_km,sig_001_azm_deg,sig_001_freq_Hz,sig_001_period_min,sig_001_vel_mps,sig_001_max,sig_001_area,sig_002_kx,sig_002_ky,sig_002_k,sig_002_lambda_km,sig_002_azm_deg,sig_002_freq_Hz,sig_002_period_min,sig_002_vel_mps,sig_002_max,sig_002_area,reject_code
2015-11-01 12:00:00,37.93,-75.47,7.242050443183997,7.716363796680425,1,350.0,0.0,True,21546.0,0.5029411764705882,15.115411207889057,14.378870010375977,42840.0,4.406887181145531,1134.4410400390625,647.720703125,0.0526520486419318,0.030062225152000372,mstid,-0.009000000000000003,-0.013000000000000001,0.0158113883008419,397.383530631844,-145.30484646876602,0.0007077625570776255,23.548387096774196,281.25318378052884,0.7938809990882874,600.0,0.007999999999999997,0.013000000000000001,0.015264337522473748,411.62515555809915,31.607502246248888,0.0007077625570776255,23.548387096774196,291.33287265527565,0.5839376449584961,221.0,0
2015-11-01 14:00:00,37.93,-75.47,9.242131248263249,9.737633688254238,1,350.0,0.0,True,21191.0,0.6849062702003879,16.59863078823164,16.140701293945312,30940.0,4.271332396055212,597.0448608398438,110.32464599609375,0.028174454289077614,0.00520620291614807,mstid,-0.006,-0.009999999999999998,0.011661903789690599,538.7786951847495,-149.03624346792648,0.0006621004566210046,25.17241379310345,356.72562009949166,0.6139491200447083,452.0,0.020999999999999998,-0.025,0.03264965543462902,192.4426222432806,139.9697407281103,0.0006621004566210046,25.17241379310345,127.41634806061958,0.5395153164863586,230.0,0
2015-11-01 16:00:00,37.93,-75.47,11.24223549051477,11.62370481553728,1,350.0,0.0,True,19772.0,0.7552330022918258,16.390911871234632,15.746642112731934,26180.0,4.6414782583797365,538.569580078125,51.84932327270508,0.027239003645464544,0.002622361079946646,mstid,-0.006,-0.015000000000000003,0.016155494421403512,388.9194068152656,-158.19859051364818,0.00047945205479452135,34.7619047619047,186.46820874704545,0.7663740515708923,340.0,-0.007000000000000001,-0.016999999999999998,0.018384776310850233,341.76022601218204,-157.6198649480404,0.00047945205479452135,34.7619047619047,163.8576426085807,0.7489097118377686,217.0,0
2015-11-01 18:00:00,37.93,-75.47,13.242345631429183,13.4992045481402,1,350.0,0.0,True,23175.0,0.8114495798319328,17.74391820934341,17.247447967529297,28560.0,4.933316398045392,456.8144836425781,-29.905780792236328,0.019711520329776834,-0.0012904328281439625,quiet,,,,,,,,,,,,,,,,,,,,,0
2015-11-01 20:00:00,37.93,-75.47,15.242442123066958,15.428221590292633,1,350.0,0.16814600840336136,False,21868.0,0.5742647058823529,16.580591394998528,16.349864959716797,38080.0,4.500632913938594,,,,,None,,,,,,,,,,,,,,,,,,,,,1
2015-11-01 22:00:00,37.93,-75.47,17.242508648188572,17.381612336763727,1,350.0,1.0,False,14167.0,0.1700720288115246,11.901341553270216,11.352417945861816,83300.0,3.4756869773082055,,,,,None,,,,,,,,,,,,,,,,,,,,,1
2015-11-02 12:00:00,37.93,-75.47,7.242430237737873,7.721764099650429,1,350.0,0.0,True,28772.0,0.7111220958971824,16.855351639460178,16.236526489257812,40460.0,4.663204783252048,878.060302734375,391.3401184082031,0.030517875112413977,0.013601422160718864,mstid,-0.007000000000000001,-0.009999999999999998,0.012206555615733703,514.738596617775,-145.00797980144134,0.00038812785388127785,42.94117647058831,199.78438681511778,0.6932075023651123,744.0,,,,,,,,,,,0
2015-11-02 14:00:00,37.93,-75.47,9.242492111747449,9.744973609183315,1,350.0,0.0,True,20671.0,0.6203781512605042,17.77847598265808,17.56667137145996,33320.0,4.08980566466335,802.8071899414062,316.0869140625,0.038837365872062615,0.015291321854893328,mstid,,,,,,,,,,,-0.0010000000000000009,-0.019000000000000003,0.01902629759044045,330.2368880394524,-176.98721249581666,0.00047945205479452135,34.7619047619047,158.33275453946374,0.43584948778152466,111.0,0
2015-11-02 16:00:00,37.93,-75.47,11.24257744380288,11.627381536694413,1,350.0,0.0,True,20332.0,0.7119047619047619,16.79979537404852,16.48977279663086,28560.0,4.157911620347665,666.9635009765625,180.2432098388672,0.032803634712598985,0.008865001467581506,mstid,0.0010000000000000009,0.008999999999999998,0.009055385138137414,693.8617420828954,6.340191745909917,0.00047945205479452135,34.7619047619047,332.6734379849504,0.6251274943351746,205.0,0.0020000000000000018,0.009999999999999998,0.010198039027185569,616.1170094005421,11.309932474020226,0.00047945205479452135,34.7619047619047,295.3985661509453,0.623356819152832,32.0,0
2015-11-02 18:00:00,37.93,-75.47,13.242668665565562,13.496844234682676,1,350.0,0.0,True,19384.0,0.7404125286478228,16.88724356980743,16.429067611694336,26180.0,4.506279895143473,564.1801147460938,77.45987701416016,0.029105453711622667,0.003996072895901783,mstid,0.007999999999999997,0.006000000000000005,0.01,628.3185307179587,53.130102354155945,0.00047945205479452135,34.7619047619047,301.24861061819985,0.6734265089035034,835.0,,,,,,,,,,,0
