# SuperDARN MSTID Index
# Generated by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# MongoDB_database: mstid_GSMR_fitexfilter
# MongoDB_collection: guc_fhe_20101101_20110501
# MongoDB_MUSICcollection: music_guc_fhe_20101101_20110501
# season: 20101101_20110501
# Max Number of Signals Reported: 2
# MongoDB_to_CSV_Script: /scratch/code/lws_hemispheres/mongo_to_csv.py
# System Hostname: analysis1
# Script Run Time: 2023-10-23 11:01:41.233926
# radar: fhe
# lat: 38.859
# lon: -99.389
#
# The "meanSubIntSpect_by_rtiCnt" is the parameter colloquially known as the SuperDARN MSTID Index.
#   It stands for the seasonal mean subtracted integrated MSTID power spectral density
#   divided by the number of range-beam-time cells that observed ground scatter.
#   It is explained in Section 2.2 of Frissell et al. (2016) (https://doi.org/10.1002/2015JA022168)
#
# Explanation of all parameters in data file:
#  datetime_ut: UTC time at the start of the 2-hour observation window
#  lat: Geographic latitude of center point of detection region.
#  lon: Geographic longitude of center point of detection region.
#  slt: Solar Mean Time at lat/lon point.
#  mlt: Magnetic Local Time at lat/lon point.
#  gscat: Ground scatter flag set at analysis:
#       0: all backscatter data
#       1: ground backscatter only
#       2: ionospheric backscatter only
#       3: all backscatter data with a ground backscatter flag
#  height_km: Assumed reflection point height for analysis 
#  terminator_fraction: number of radar cells in daylight divided by number of radar cells in darkness.
#  good_period: True if period determined to be good for analysis. If False, see Reject Code for explanation.
#  orig_rti_cnt: Number of radar cells in window with a backscatter measurement.
#  orig_rti_fraction: orig_rti_cnt/orig_rti_possible
#  orig_rti_mean:   Mean of all measured values in the data window.
#  orig_rti_median: Median of all measured values in the data window.
#  orig_rti_possible: Total number of possible radar cells in the data window.
#  orig_rti_std: Standard deviation of all measured values in the data window.
#  intSpect: Integrated Spectrum
#            Integration of power spectral density across all radar cells and spectral bins after MSTID bandpass filter has been applied.
#  meanSubIntSpect: Radar-Season Mean Subtracted Integrated Spectrum
#                   Integration of (PSD curve of the data window minus the mean PSD curve of all data windows for this radar and season).
#  intSpect_by_rtiCnt: Integrated Spectrum normalized by the number of Range-Time-Intensity Backscatter Counts
#                      intSpect divided by orig_rti_cnt
#  meanSubIntSpect_by_rtiCnt: Radar-Season Mean Subtracted Integrated Spectrum normalized by the number of Range-Time-Intensity Backscatter Counts
#                             ** This is the MSTID Index in Frissell et al. (2016) **
#                             meanSubIntSpect divided by orig_rti_cnt
#  category_manu: Category assigned to data window in database: MSTID, Quiet, or None
#                   This is typically automatically assigned by the classification algorithm.
# reject_code Explanations:
#   0: Good Period (Not Rejected)
#   1: High Terminator Fraction (Dawn/Dusk in Observational Window
#   2: No Data
#   3: Poor Data Quality (including "Low RTI Fraction" and "Failed Quality Check")
#   4: Other (including "No RTI Fraction" and "No Terminator Fraction")
#
# If MUSIC Processing has been run, there will be information about the signals detected in the data window.
# Multiple signals can be detected, and each data window may have a different number of signals detected.
# Signals are presented in descending order of strength in the MUSIC wavenumber spectrum, each with a signal order ID.
#
#  kx: North-South Wavenumber [1/(2*pi*km)]
#  ky: East-West Wavenumber [1/(2*pi*km)]
#  k: Horizontal Wavenumber [1/(2*pi*km)]
#  lambda_km: Horizontal Wavelength [km]
#  azm_deg: Propagation azimumuth [degrees clockwise from geographic North]
#  freq_Hz: Frequency of maxium MSTID-band Power Spectral Density for data window [Hz]
#  period_min: Period of strongest MSTID in data window [minutes]
#  vel_mps: MSTID Phase Velocity [m/s]
#  max: Wavenumber Spectral Density Value
#  area: Number of pixels of Karr plot in detected region of this signal.
#
datetime_ut,lat,lon,slt,mlt,gscat,height_km,terminator_fraction,good_period,orig_rti_cnt,orig_rti_fraction,orig_rti_mean,orig_rti_median,orig_rti_possible,orig_rti_std,intSpect,meanSubIntSpect,intSpect_by_rtiCnt,meanSubIntSpect_by_rtiCnt,category_manu,reject_code,sig_001_kx,sig_001_ky,sig_001_k,sig_001_lambda_km,sig_001_azm_deg,sig_001_freq_Hz,sig_001_period_min,sig_001_vel_mps,sig_001_max,sig_001_area,sig_002_kx,sig_002_ky,sig_002_k,sig_002_lambda_km,sig_002_azm_deg,sig_002_freq_Hz,sig_002_period_min,sig_002_vel_mps,sig_002_max,sig_002_area
2010-11-01 00:00:00,38.859,-99.389,17.64746067017101,17.184778215333885,1,350.0,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2010-11-01 14:00:00,38.859,-99.389,7.647470371778239,7.550760049400619,1,350.0,0.0,True,19122.0,0.9207434514637904,16.306352287542587,15.08615493774414,20768.0,7.5956473922908305,685.8397827148438,-52.14302444458008,0.03586652979368496,-0.0027268603935038218,quiet,0,,,,,,,,,,,,,,,,,,,,
2010-11-01 16:00:00,38.859,-99.389,9.647549433848305,9.431810365884196,1,350.0,0.0,True,17090.0,0.9404578472375082,16.9604380101929,16.419931411743164,18172.0,6.980993855650427,604.5296020507812,-133.45321655273438,0.03537329444416508,-0.007808848247673164,quiet,0,,,,,,,,,,,,,,,,,,,,
2010-11-01 18:00:00,38.859,-99.389,11.64764851129338,11.310693768429894,1,350.0,0.0,True,16478.0,0.9067796610169492,15.871960159048207,15.314315795898438,18172.0,7.341777556255065,634.6824951171875,-103.30030822753906,0.03851696171362954,-0.006268983385577076,quiet,0,,,,,,,,,,,,,,,,,,,,
2010-11-01 20:00:00,38.859,-99.389,13.647749466289941,13.239888142877774,1,350.0,0.0,True,18716.0,0.91673197492163,14.733980426071062,13.444788932800293,20416.0,7.498919529976849,631.87548828125,-106.10734558105469,0.0337612464352025,-0.00566933883207174,quiet,0,,,,,,,,,,,,,,,,,,,,
2010-11-01 22:00:00,38.859,-99.389,15.647833227939639,15.194668451079197,1,350.0,0.42440612608679834,False,14695.0,0.5391077848704967,14.962912914723756,14.205156326293945,27258.0,7.2358063093231575,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2010-11-02 00:00:00,38.859,-99.389,17.64788493806621,17.180877997129798,1,350.0,1.0,False,9020.0,0.4343220338983051,6.913386934236785,6.0821638107299805,20768.0,4.759424802970639,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2010-11-02 14:00:00,38.859,-99.389,7.647761101701861,7.55809520218418,1,350.0,0.0,True,20572.0,0.9322940270098794,17.176918603624006,16.50090217590332,22066.0,7.7392960411153355,808.9256591796875,70.94291687011719,0.039321682830045085,0.0034485182223467424,mstid,0,-0.0020000000000000018,-0.025,0.025079872407968908,250.52700448281226,-175.42607874009914,0.00043378995433789865,38.42105263157903,108.67609783500966,0.8560221195220947,498.0,0.017000000000000005,0.011,0.02024845673131659,310.304404456756,57.09475707701211,0.00043378995433789865,38.42105263157903,134.606933440145,0.4061170816421509,29.0
2010-11-02 16:00:00,38.859,-99.389,9.647821182020602,9.435197850423979,1,350.0,0.0,True,15877.0,0.9409150171862036,17.856063902771798,17.87041664123535,16874.0,6.621867145686149,576.5428466796875,-161.43992614746094,0.03631308475654642,-0.010168163138342316,quiet,0,,,,,,,,,,,,,,,,,,,,
2010-11-02 18:00:00,38.859,-99.389,11.64790130027999,11.308131288847523,1,350.0,0.0,True,16667.0,0.9171802773497689,16.942594617998367,16.495935440063477,18172.0,6.969715826026359,589.191650390625,-148.7912139892578,0.035350792007597345,-0.0089272942934696,quiet,0,,,,,,,,,,,,,,,,,,,,
2010-11-02 20:00:00,38.859,-99.389,13.6479832881006,13.235751191685585,1,350.0,0.0,True,19245.0,0.8721562584972355,15.456310412624527,13.789628982543945,22066.0,7.356441655176281,669.8534545898438,-68.12940216064453,0.03480662273784587,-0.003540109231522189,quiet,0,,,,,,,,,,,,,,,,,,,,
2010-11-02 22:00:00,38.859,-99.389,15.648048043048572,15.190123722758148,1,350.0,0.4303944718383221,False,16046.0,0.5619134332539572,17.31457594441606,17.022541046142578,28556.0,7.040367437655942,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2010-11-03 00:00:00,38.859,-99.389,17.64808068287912,17.176774019605936,1,350.0,1.0,False,15255.0,0.4520267867725495,7.270248161098712,6.729889869689941,33748.0,4.516721480714914,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2010-11-03 14:00:00,38.859,-99.389,7.647822345813907,7.565105456790647,1,350.0,0.0,True,20076.0,0.8140459005757846,15.945642567523237,14.851181983947754,24662.0,6.495384029543337,729.2283935546875,-8.75442123413086,0.03632339079272203,-0.00043606401843648433,quiet,0,,,,,,,,,,,,,,,,,,,,
