# SuperDARN MSTID Index Datafile
# Generated by Nathaniel Frissell, nathaniel.frissell@scranton.edu
# Generated on: 2025-06-26 13:12:17.024437 UTC
#
# Parameter: meanSubIntSpect_by_rtiCnt
#
# Global Attributes (Applies to All Seasons Loaded in ParameterObject):
# {'radars': ['pgr', 'sas', 'kap', 'gbr', 'cvw', 'cve', 'fhw', 'fhe', 'bks', 'wal'], 'seasons': ['20101101_20110501', '20111101_20120501', '20121101_20130501', '20131101_20140501', '20141101_20150501', '20151101_20160501', '20161101_20170501', '20171101_20180501', '20181101_20190501', '20191101_20200501', '20201101_20210501', '20211101_20220501'], 'min_orig_rti_fraction': 0.25}
#
# 20151101_20160501 Season Attributes:
# {'min_orig_rti_fraction': 0.2501336898395722}
#
# Radar Attributes:
# pgr: {'MongoDB_database': 'mstid_GSMR_fitexfilter', 'MongoDB_collection': 'guc_pgr_20151101_20160501', 'MongoDB_MUSICcollection': 'music_guc_pgr_20151101_20160501', 'season': '20151101_20160501', 'Max Number of Signals Reported': 2, 'MongoDB_to_CSV_Script': '/scratch/code/lws_hemispheres/mongo_to_csv.py', 'System Hostname': 'analysis1', 'Script Run Time': '2023-10-23 11:01:41.233926', 'radar': 'pgr', 'lat': 53.98, 'lon': -122.59, 'min_orig_rti_fraction': 0.2509920634920635}
# sas: {'MongoDB_database': 'mstid_GSMR_fitexfilter', 'MongoDB_collection': 'guc_sas_20151101_20160501', 'MongoDB_MUSICcollection': 'music_guc_sas_20151101_20160501', 'season': '20151101_20160501', 'Max Number of Signals Reported': 2, 'MongoDB_to_CSV_Script': '/scratch/code/lws_hemispheres/mongo_to_csv.py', 'System Hostname': 'analysis1', 'Script Run Time': '2023-10-23 11:01:41.233926', 'radar': 'sas', 'lat': 52.16, 'lon': -106.53, 'min_orig_rti_fraction': 0.2511671335200747}
# kap: {'MongoDB_database': 'mstid_GSMR_fitexfilter', 'MongoDB_collection': 'guc_kap_20151101_20160501', 'MongoDB_MUSICcollection': 'music_guc_kap_20151101_20160501', 'season': '20151101_20160501', 'Max Number of Signals Reported': 2, 'MongoDB_to_CSV_Script': '/scratch/code/lws_hemispheres/mongo_to_csv.py', 'System Hostname': 'analysis1', 'Script Run Time': '2023-10-23 11:01:41.233926', 'radar': 'kap', 'lat': 49.39, 'lon': -82.32, 'min_orig_rti_fraction': 0.25210084033613445}
# gbr: {'MongoDB_database': 'mstid_GSMR_fitexfilter', 'MongoDB_collection': 'guc_gbr_20151101_20160501', 'MongoDB_MUSICcollection': 'music_guc_gbr_20151101_20160501', 'season': '20151101_20160501', 'Max Number of Signals Reported': 2, 'MongoDB_to_CSV_Script': '/scratch/code/lws_hemispheres/mongo_to_csv.py', 'System Hostname': 'analysis1', 'Script Run Time': '2023-10-23 11:01:41.233926', 'radar': 'gbr', 'lat': 53.32, 'lon': -60.46, 'min_orig_rti_fraction': 0.25157563025210083}
# cvw: {'MongoDB_database': 'mstid_GSMR_fitexfilter', 'MongoDB_collection': 'guc_cvw_20151101_20160501', 'MongoDB_MUSICcollection': 'music_guc_cvw_20151101_20160501', 'season': '20151101_20160501', 'Max Number of Signals Reported': 2, 'MongoDB_to_CSV_Script': '/scratch/code/lws_hemispheres/mongo_to_csv.py', 'System Hostname': 'analysis1', 'Script Run Time': '2023-10-23 11:01:41.233926', 'radar': 'cvw', 'lat': 43.271, 'lon': -120.358, 'min_orig_rti_fraction': 0.2516755289686496}
# cve: {'MongoDB_database': 'mstid_GSMR_fitexfilter', 'MongoDB_collection': 'guc_cve_20151101_20160501', 'MongoDB_MUSICcollection': 'music_guc_cve_20151101_20160501', 'season': '20151101_20160501', 'Max Number of Signals Reported': 2, 'MongoDB_to_CSV_Script': '/scratch/code/lws_hemispheres/mongo_to_csv.py', 'System Hostname': 'analysis1', 'Script Run Time': '2023-10-23 11:01:41.233926', 'radar': 'cve', 'lat': 43.271, 'lon': -120.358, 'min_orig_rti_fraction': 0.2501336898395722}
# fhw: {'MongoDB_database': 'mstid_GSMR_fitexfilter', 'MongoDB_collection': 'guc_fhw_20151101_20160501', 'MongoDB_MUSICcollection': 'music_guc_fhw_20151101_20160501', 'season': '20151101_20160501', 'Max Number of Signals Reported': 2, 'MongoDB_to_CSV_Script': '/scratch/code/lws_hemispheres/mongo_to_csv.py', 'System Hostname': 'analysis1', 'Script Run Time': '2023-10-23 11:01:41.233926', 'radar': 'fhw', 'lat': 38.859, 'lon': -99.389, 'min_orig_rti_fraction': 0.2505686403991489}
# fhe: {'MongoDB_database': 'mstid_GSMR_fitexfilter', 'MongoDB_collection': 'guc_fhe_20151101_20160501', 'MongoDB_MUSICcollection': 'music_guc_fhe_20151101_20160501', 'season': '20151101_20160501', 'Max Number of Signals Reported': 2, 'MongoDB_to_CSV_Script': '/scratch/code/lws_hemispheres/mongo_to_csv.py', 'System Hostname': 'analysis1', 'Script Run Time': '2023-10-23 11:01:41.233926', 'radar': 'fhe', 'lat': 38.859, 'lon': -99.389, 'min_orig_rti_fraction': 0.252591706539075}
# bks: {'MongoDB_database': 'mstid_GSMR_fitexfilter', 'MongoDB_collection': 'guc_bks_20151101_20160501', 'MongoDB_MUSICcollection': 'music_guc_bks_20151101_20160501', 'season': '20151101_20160501', 'Max Number of Signals Reported': 2, 'MongoDB_to_CSV_Script': '/scratch/code/lws_hemispheres/mongo_to_csv.py', 'System Hostname': 'analysis1', 'Script Run Time': '2023-10-23 11:01:41.233926', 'radar': 'bks', 'lat': 37.1, 'lon': -77.95, 'min_orig_rti_fraction': 0.25936238902340597}
# wal: {'MongoDB_database': 'mstid_GSMR_fitexfilter', 'MongoDB_collection': 'guc_wal_20151101_20160501', 'MongoDB_MUSICcollection': 'music_guc_wal_20151101_20160501', 'season': '20151101_20160501', 'Max Number of Signals Reported': 2, 'MongoDB_to_CSV_Script': '/scratch/code/lws_hemispheres/mongo_to_csv.py', 'System Hostname': 'analysis1', 'Script Run Time': '2023-10-23 11:01:41.233926', 'radar': 'wal', 'lat': 37.93, 'lon': -75.47, 'min_orig_rti_fraction': 0.2504201680672269}
#
datetime,pgr,sas,kap,gbr,cvw,cve,fhw,fhe,bks,wal
2015-11-01 00:00:00,,,,,,,,,,
2015-11-01 10:00:00,,,,,,,,,,
2015-11-01 12:00:00,,,,,,,,,,0.030062225152000372
2015-11-01 14:00:00,,,,,,,,0.00025567269703010814,0.001148606120218265,0.00520620291614807
2015-11-01 16:00:00,,,,,0.010558163108435962,0.008488974280479601,-0.00418054169145998,-0.006643321073105007,-0.0022109597809752274,0.002622361079946646
2015-11-01 18:00:00,,,,,-0.0012580415490807402,0.006836254317694621,-0.0007502553341406336,-0.011392668573535785,-0.004853379813199461,-0.0012904328281439625
2015-11-01 20:00:00,,,,,-0.007554734950939803,-0.005386572182211882,-0.0027099790612330117,-0.013645277280440586,,
2015-11-01 22:00:00,-0.11059028928819242,,,,-0.010875394310537205,,,,,
2015-11-02 00:00:00,,,,,,,,,,
2015-11-02 10:00:00,,,,,,,,,,
2015-11-02 12:00:00,,,,,,,,,,0.013601422160718864
2015-11-02 14:00:00,,,0.02789609809847178,,,,,-0.003700987032149673,0.004688893053524853,0.015291321854893328
2015-11-02 16:00:00,,,0.0027151228706333128,,-0.005209672814041599,-0.0017080250467900338,0.0019280384823321252,0.0027162362522968903,-0.002408932459774844,0.008865001467581506
2015-11-02 18:00:00,-0.09116885404778545,-0.09326128468488329,0.0043182691609983,,0.0037739095376572254,-0.006122087501330748,-0.005336154816706876,-0.019657584768956127,-0.0035198455617014286,0.003996072895901783
2015-11-02 20:00:00,-0.09716021219889323,-0.10075621866184302,,,-0.0005440926656092473,-0.006809750088385943,-0.009434472956523684,-0.015352945644233807,,
2015-11-02 22:00:00,-0.09996941240581224,,,,-0.004445475406495313,,,,,
2015-11-03 00:00:00,,,,,,,,,,
2015-11-03 10:00:00,,,,,,,,,,
2015-11-03 12:00:00,,,,,,,,,,
2015-11-03 14:00:00,,,0.021757158036977555,,,,,,,0.023441421669247033
2015-11-03 16:00:00,,,0.013156485872342846,,,,,,0.0042363485235157195,
2015-11-03 18:00:00,,,0.05696509691527845,,,,,-0.03623655006608034,0.0009884506379435952,0.011104027569148097
2015-11-03 20:00:00,,,,,,,0.017064686862330435,0.02505889766532994,,
2015-11-03 22:00:00,,,,,,,,,,
2015-11-04 00:00:00,,,,,,,,,,
2015-11-04 10:00:00,,,,,,,,,,
2015-11-04 12:00:00,,,,,,,,,,
2015-11-04 14:00:00,,,-0.017024652430606954,,,,,,0.022240410288391514,0.014525772265082684
2015-11-04 16:00:00,,-0.003008822783880811,-0.008189209394507388,,,0.012391445131692049,0.011068639504703555,0.01980194795865531,-0.004948925736976349,-0.0073117995696182
2015-11-04 18:00:00,-0.018403922562050607,0.0026127827446403296,0.0006065523072196938,,,0.018106972068323925,0.00577210065245683,-0.0005819774773112401,-0.0018513734217302789,0.007299732598732776
2015-11-04 20:00:00,0.004144325894158255,0.019982606309796983,,,0.012676979934973921,0.0014550850309174635,0.0009486044581951901,0.00029036958537840803,,
2015-11-04 22:00:00,,,,,0.005551970072543599,,,,,
2015-11-05 00:00:00,,,,,,,,,,
2015-11-05 10:00:00,,,,,,,,,,
2015-11-05 12:00:00,,,,,,,,,,0.021249739149501637
2015-11-05 14:00:00,,,-0.000217423744014463,,,,,-0.007596507304651126,0.005299773929040582,-0.001157246354697407
2015-11-05 16:00:00,,0.010520650566559943,-0.0015200028102388514,,0.012539042930038304,-0.0010036524079581233,0.006253405570080208,0.006623989176986025,-0.002121067031477443,0.007191113292669113
2015-11-05 18:00:00,0.008205438009529439,-0.0021105619754315575,-0.0014503444820853034,,0.004995138972219569,0.001404053792401041,0.006779305965780024,-0.0032385651263882394,-0.004330032030468973,-0.005323546986583311
2015-11-05 20:00:00,0.0050681681393611915,0.009115727429062137,,,-0.0026640916779217963,-0.004421736876340586,-0.0011738568475280005,-0.0024794919967965024,,
2015-11-05 22:00:00,,,,,0.0010105808011448133,,,,,
2015-11-06 00:00:00,,,,,,,,,,
2015-11-06 10:00:00,,,,,,,,,,
2015-11-06 12:00:00,,,,,,,,,,0.059743476384832746
2015-11-06 14:00:00,,,0.013005419996472372,,,,,0.016875843241636334,0.006703254583045191,0.03617943837559236
2015-11-06 16:00:00,,,0.009828897269184962,,0.012324085836612257,-0.005478150702678184,0.008722999162036093,-0.0010161770401570906,0.001294460867148004,0.009588516916710392
2015-11-06 18:00:00,0.006826633615585348,,0.011598006746869411,,0.006958111687571125,-0.004462908122524936,-0.002468569646991564,0.0013469725709906373,0.005240745171149533,0.00698271507122179
2015-11-06 20:00:00,0.0034377173503764404,,,,0.0016862063199860112,-0.0035867096052882535,-0.004192883002197021,-0.0026961535712389977,,
2015-11-06 22:00:00,,,,,0.005077114391321626,0.0006367823472032033,,,,
2015-11-07 00:00:00,,,,,,,,,,
2015-11-07 10:00:00,,,,,,,,,,
2015-11-07 12:00:00,,,,,,,,,,
2015-11-07 14:00:00,,,0.011302291877783636,,,,,0.026422799318354888,0.008870959275738012,
2015-11-07 16:00:00,,-0.03059121711994658,0.002528436280585624,,,-0.010002930341972003,0.003833269759103222,0.0016408254583463219,-0.0020241452923892124,
2015-11-07 18:00:00,-0.015514099335817254,-0.00522543625705196,0.007897857605292007,,-0.10225349583304144,-0.0069264318272529634,-0.001069490697512472,-0.0019063748904187294,-0.002821843934115507,0.013118158495568808
2015-11-07 20:00:00,-0.01338501396093637,-0.0072697543211516355,,,,-0.011766246859115065,-0.006541424908401323,-0.00502485906547195,,
2015-11-07 22:00:00,,,,,,,,,,
2015-11-08 00:00:00,,,,,,,,,,
2015-11-08 10:00:00,,,,,,,,,,
2015-11-08 12:00:00,,,,,,,,,,0.04160088703556537
2015-11-08 14:00:00,,,-0.023298401255999007,,,,,,0.0043962992150370075,0.04089576630992822
2015-11-08 16:00:00,,0.0087224642951265,-0.002374324039153148,,,,,-0.02309200905569959,-0.0024825930055663767,-0.002763145481153094
2015-11-08 18:00:00,-0.00043087156025753675,-0.01124737271210477,-0.0010714417280794377,,0.006405218050931692,-0.012520618676897886,-0.011644071008941098,-0.009421452326572679,-0.0017294721464474183,0.012956291190387123
