# SuperDARN MSTID Index Datafile - Reduced Index
# Generated by Nathaniel Frissell, nathaniel.frissell@scranton.edu
# Generated on: 2025-06-26 13:12:17.707719 UTC
#
# Parameter: meanSubIntSpect_by_rtiCnt_reducedIndex
#
# 20161101_20170501 Season Attributes:
# {'min_orig_rti_fraction': 0.2504306187129668}
#
# Individual Radar Attributes:
# pgr: {'MongoDB_database': 'mstid_GSMR_fitexfilter', 'MongoDB_collection': 'guc_pgr_20161101_20170501', 'MongoDB_MUSICcollection': 'music_guc_pgr_20161101_20170501', 'season': '20161101_20170501', 'Max Number of Signals Reported': 2, 'MongoDB_to_CSV_Script': '/scratch/code/lws_hemispheres/mongo_to_csv.py', 'System Hostname': 'analysis1', 'Script Run Time': '2023-10-23 11:01:41.233926', 'radar': 'pgr', 'lat': 53.98, 'lon': -122.59, 'min_orig_rti_fraction': 0.25396825396825395}
# sas: {'MongoDB_database': 'mstid_GSMR_fitexfilter', 'MongoDB_collection': 'guc_sas_20161101_20170501', 'MongoDB_MUSICcollection': 'music_guc_sas_20161101_20170501', 'season': '20161101_20170501', 'Max Number of Signals Reported': 2, 'MongoDB_to_CSV_Script': '/scratch/code/lws_hemispheres/mongo_to_csv.py', 'System Hostname': 'analysis1', 'Script Run Time': '2023-10-23 11:01:41.233926', 'radar': 'sas', 'lat': 52.16, 'lon': -106.53, 'min_orig_rti_fraction': 0.2511671335200747}
# kap: {'MongoDB_database': 'mstid_GSMR_fitexfilter', 'MongoDB_collection': 'guc_kap_20161101_20170501', 'MongoDB_MUSICcollection': 'music_guc_kap_20161101_20170501', 'season': '20161101_20170501', 'Max Number of Signals Reported': 2, 'MongoDB_to_CSV_Script': '/scratch/code/lws_hemispheres/mongo_to_csv.py', 'System Hostname': 'analysis1', 'Script Run Time': '2023-10-23 11:01:41.233926', 'radar': 'kap', 'lat': 49.39, 'lon': -82.32, 'min_orig_rti_fraction': 0.25166316526610644}
# gbr: {'MongoDB_database': 'mstid_GSMR_fitexfilter', 'MongoDB_collection': 'guc_gbr_20161101_20170501', 'MongoDB_MUSICcollection': 'music_guc_gbr_20161101_20170501', 'season': '20161101_20170501', 'Max Number of Signals Reported': 2, 'MongoDB_to_CSV_Script': '/scratch/code/lws_hemispheres/mongo_to_csv.py', 'System Hostname': 'analysis1', 'Script Run Time': '2023-10-23 11:01:41.233926', 'radar': 'gbr', 'lat': 53.32, 'lon': -60.46, 'min_orig_rti_fraction': 0.2515068134171908}
# cvw: {'MongoDB_database': 'mstid_GSMR_fitexfilter', 'MongoDB_collection': 'guc_cvw_20161101_20170501', 'MongoDB_MUSICcollection': 'music_guc_cvw_20161101_20170501', 'season': '20161101_20170501', 'Max Number of Signals Reported': 2, 'MongoDB_to_CSV_Script': '/scratch/code/lws_hemispheres/mongo_to_csv.py', 'System Hostname': 'analysis1', 'Script Run Time': '2023-10-23 11:01:41.233926', 'radar': 'cvw', 'lat': 43.271, 'lon': -120.358, 'min_orig_rti_fraction': 0.2504306187129668}
# cve: {'MongoDB_database': 'mstid_GSMR_fitexfilter', 'MongoDB_collection': 'guc_cve_20161101_20170501', 'MongoDB_MUSICcollection': 'music_guc_cve_20161101_20170501', 'season': '20161101_20170501', 'Max Number of Signals Reported': 2, 'MongoDB_to_CSV_Script': '/scratch/code/lws_hemispheres/mongo_to_csv.py', 'System Hostname': 'analysis1', 'Script Run Time': '2023-10-23 11:01:41.233926', 'radar': 'cve', 'lat': 43.271, 'lon': -120.358, 'min_orig_rti_fraction': 0.2507983193277311}
# fhw: {'MongoDB_database': 'mstid_GSMR_fitexfilter', 'MongoDB_collection': 'guc_fhw_20161101_20170501', 'MongoDB_MUSICcollection': 'music_guc_fhw_20161101_20170501', 'season': '20161101_20170501', 'Max Number of Signals Reported': 2, 'MongoDB_to_CSV_Script': '/scratch/code/lws_hemispheres/mongo_to_csv.py', 'System Hostname': 'analysis1', 'Script Run Time': '2023-10-23 11:01:41.233926', 'radar': 'fhw', 'lat': 38.859, 'lon': -99.389, 'min_orig_rti_fraction': 0.2566019036607272}
# fhe: {'MongoDB_database': 'mstid_GSMR_fitexfilter', 'MongoDB_collection': 'guc_fhe_20161101_20170501', 'MongoDB_MUSICcollection': 'music_guc_fhe_20161101_20170501', 'season': '20161101_20170501', 'Max Number of Signals Reported': 2, 'MongoDB_to_CSV_Script': '/scratch/code/lws_hemispheres/mongo_to_csv.py', 'System Hostname': 'analysis1', 'Script Run Time': '2023-10-23 11:01:41.233926', 'radar': 'fhe', 'lat': 38.859, 'lon': -99.389, 'min_orig_rti_fraction': 0.25057428447258956}
# bks: {'MongoDB_database': 'mstid_GSMR_fitexfilter', 'MongoDB_collection': 'guc_bks_20161101_20170501', 'MongoDB_MUSICcollection': 'music_guc_bks_20161101_20170501', 'season': '20161101_20170501', 'Max Number of Signals Reported': 2, 'MongoDB_to_CSV_Script': '/scratch/code/lws_hemispheres/mongo_to_csv.py', 'System Hostname': 'analysis1', 'Script Run Time': '2023-10-23 11:01:41.233926', 'radar': 'bks', 'lat': 37.1, 'lon': -77.95, 'min_orig_rti_fraction': 0.2541516606642657}
# wal: {'MongoDB_database': 'mstid_GSMR_fitexfilter', 'MongoDB_collection': 'guc_wal_20161101_20170501', 'MongoDB_MUSICcollection': 'music_guc_wal_20161101_20170501', 'season': '20161101_20170501', 'Max Number of Signals Reported': 2, 'MongoDB_to_CSV_Script': '/scratch/code/lws_hemispheres/mongo_to_csv.py', 'System Hostname': 'analysis1', 'Script Run Time': '2023-10-23 11:01:41.233926', 'radar': 'wal', 'lat': 37.93, 'lon': -75.47, 'min_orig_rti_fraction': 0.25168067226890756}
#
# Reduction Attributes:
# ('reduction_type', 'mean')
# ('zscore', True)
# ('daily_vals', True)
# ('smoothing_window', '4D')
# ('smoothing_type', 'mean')
#
,reduced_index,n_good_df,smoothed
2016-11-01,0.5885847888426646,27,0.403845472942675
2016-11-02,0.6153822403775259,17,0.2608466805587658
2016-11-03,0.007569389607834306,19,0.20286825619806997
2016-11-04,-0.1681496965929615,27,0.1354856380163461
2016-11-05,0.3566710913998812,26,0.3002364254692812
2016-11-06,0.3458517676506305,26,0.5617323243114563
2016-11-07,0.6665725394195746,24,0.6435171720491555
2016-11-08,0.8778338987757386,24,0.6311020155942844
2016-11-09,0.6838104823506784,23,0.6756887813844522
2016-11-10,0.2961911418311457,19,0.6493862561184336
2016-11-11,0.8449196025802461,22,0.5676986708232635
2016-11-12,0.772623797711664,24,0.24787204215585923
2016-11-13,0.35706014116999807,23,-0.2187733833368926
2016-11-14,-0.9831153728384714,21,-0.3849568923653223
2016-11-15,-1.0216620993907612,23,-0.4024377171886373
2016-11-16,0.10788976159794515,22,-0.10946608065513819
2016-11-17,0.28713684187673816,24,0.2825794611664362
2016-11-18,0.18877117329552506,24,0.4832557723157085
2016-11-19,0.5465200678955363,23,0.5902164995116923
2016-11-20,0.9105950061950342,23,0.8648292311074302
2016-11-21,0.7149797506606735,25,1.0618176931437369
2016-11-22,1.2872220996784767,23,0.7136819052117487
2016-11-23,1.3344739160407633,21,0.4994349679207355
2016-11-24,-0.4819481455329185,13,0.09174271240467013
2016-11-25,-0.14200799850337917,10,-0.19098258306491706
2016-11-26,-0.3435469223857851,21,0.07665411084866126
2016-11-27,0.20357273416241453,22,0.23518784949911464
2016-11-28,0.5885986301213948,20,0.42562201198756866
2016-11-29,0.4921269560984343,22,0.508560183577174
2016-11-30,0.41818972756803124,21,0.5546045998763126
2016-12-01,0.5353254205208359,22,0.6397540029091324
2016-12-02,0.7727762953179491,22,0.9086419605475999
2016-12-03,0.8327245682297133,21,0.9751919121972292
2016-12-04,1.4937415581219013,17,1.279246156080123
2016-12-05,0.8015252271193534,20,1.3853972591193315
2016-12-06,1.988993270849524,21,1.2521806944715648
2016-12-07,1.257328980386547,15,1.5056696154468363
2016-12-08,0.9608752995308346,20,1.273560493071218
2016-12-09,1.8154809110204402,19,1.1626013582801045
2016-12-10,1.0605567813470507,15,1.3178689059423765
2016-12-11,0.8134924412220924,19,1.1317241015341457
2016-12-12,1.581945490179923,17,1.162762045087461
2016-12-13,1.0709016933875166,19,0.7265702024868788
2016-12-14,1.1847085555603118,14,0.10143018072412038
2016-12-15,-0.9312749291802367,12,-0.1275772618918075
2016-12-16,-0.9186145968711102,16,-0.12101020153245112
2016-12-17,0.15487192292380514,17,0.27864530595962567
2016-12-18,1.2109767969977372,17,0.66042870078476
2016-12-19,0.6673471007880708,18,0.5963167609436628
2016-12-20,0.6085189824294271,18,0.41490139796525133
2016-12-21,-0.10157583644058382,14,0.336903778639802
2016-12-22,0.48531534508409113,18,0.32515634076978145
2016-12-23,0.35535662348627345,16,0.572295053003204
2016-12-24,0.561529230949345,18,0.5953622414244426
2016-12-25,0.8869790124931065,17,0.6216309675957907
2016-12-26,0.5775840987690456,19,0.8097709754855051
2016-12-27,0.4604315281716659,19,0.691462144181185
2016-12-28,1.3140892625082023,17,0.8254246677378787
2016-12-29,0.4137436872758258,18,1.029606430783383
2016-12-30,1.113434192995821,20,1.0296257463131913
2016-12-31,1.2771585803536833,16,1.107508809505268
2017-01-01,1.3141665246274348,20,1.1391178164180507
2017-01-02,0.7252759400441331,21,1.0639498408301997
2017-01-03,1.239870220646951,17,1.051449389258336
2017-01-04,0.9764866780022797,19,1.1552790308232188
2017-01-05,1.264164718339981,18,1.192374017585326
2017-01-06,1.1405945063036635,20,1.3354479098093475
2017-01-07,1.3882501676953798,18,1.3347454815426691
2017-01-08,1.5487822468983659,16,1.2444459123160923
2017-01-09,1.2613550052732683,14,1.1353239465335287
2017-01-10,0.7793962293973552,18,0.9056563149269855
2017-01-11,0.9517623045651257,19,0.7035260126132301
2017-01-12,0.6301117204721928,22,0.7228523538672857
2017-01-13,0.45283379601824686,23,0.5761385612971406
2017-01-14,0.8567015944135777,23,0.49508163455930176
2017-01-15,0.36490713428454485,23,0.5418925028997743
2017-01-16,0.3058840135208376,24,0.5033168250235571
2017-01-17,0.6400772693801366,20,0.6504300609262492
2017-01-18,0.7023988829087094,18,0.8193282617927118
2017-01-19,0.9533600778953134,14,0.9641915871216902
2017-01-20,0.9814768169866878,8,1.0250173176716126
2017-01-21,1.2195305706960502,14,0.9023416726081852
2017-01-22,0.945701805108399,15,0.7297442714981655
2017-01-23,0.4626574976416037,25,0.5443057582213491
2017-01-24,0.29108721254660885,25,0.432061056684011
2017-01-25,0.4777765175887848,26,0.3414697255777294
2017-01-26,0.4967229989590467,24,0.21009906951300414
2017-01-27,0.1002921732164775,20,-0.3177451215978816
2017-01-28,-0.23439541171229256,24,-0.5786611349062212
2017-01-29,-1.6336002468547581,27,-0.34732736447281265
2017-01-30,-0.5469410542743115,26,-0.17824994197544347
2017-01-31,1.025627254950112,22,0.24397027366757615
2017-02-01,0.4419142782771839,24,0.1832873913620387
2017-02-02,0.05528061571732058,26,-0.17032200253322424
2017-02-03,-0.7896725834964613,28,-0.3182490961392347
2017-02-04,-0.3888103206309398,28,-0.3727005857595552
2017-02-05,-0.14979409614685793,28,-0.3715571187609112
2017-02-06,-0.16252534276396152,30,-0.4255902545969236
2017-02-07,-0.7850987155018851,31,-0.5486331624471088
2017-02-08,-0.6049428639749894,31,-0.6026207639420846
2017-02-09,-0.6419657275475988,31,-0.44917449715646346
2017-02-10,-0.378475748743865,30,-0.3296877874321864
2017-02-11,-0.1713136483594001,31,-0.1998265053809033
2017-02-12,-0.1269960250778812,28,-0.24562123699062155
2017-02-13,-0.12252059934246645,31,-0.4927191177386877
2017-02-14,-0.5616546751827382,29,-0.7124220816929663
2017-02-15,-1.1597051713516648,31,-0.884744317525642
2017-02-16,-1.005807880894995,28,-0.6017212121866027
